
millis,ldr_raw,ldr_ema,joyx_raw,joyx_ema,joyy_raw,joyy_ema,mic_raw,mic_ema,sw
47772,265,264.0,512,512.2,520,519.9,118,291.9,0
47822,266,264.5,513,512.4,520,519.9,86,240.4,0
47872,265,264.6,512,512.3,521,520.2,68,197.3,0
47922,266,265.0,512,512.2,520,520.1,59,162.7,0
47972,267,265.5,513,512.4,520,520.1,56,136.0,0
48022,266,265.6,513,512.6,520,520.1,51,114.8,0
48072,266,265.7,512,512.4,520,520.1,50,98.6,0
48122,265,265.5,513,512.6,520,520.0,48,85.9,0
48172,266,265.6,512,512.4,520,520.0,49,76.7,0
48222,267,266.0,513,512.6,520,520.0,46,69.0,0
48272,266,266.0,512,512.4,520,520.0,47,63.5,0
48322,266,266.0,512,512.3,520,520.0,47,59.4,0
48372,265,265.7,513,512.5,520,520.0,46,56.0,0
48422,266,265.8,513,512.6,520,520.0,47,53.8,0
48472,266,265.9,513,512.7,520,520.0,46,51.8,0
48522,266,265.9,512,512.5,520,520.0,46,50.4,0
48572,266,265.9,512,512.4,520,520.0,45,49.0,0
48622,266,265.9,512,512.3,520,520.0,46,48.3,0
48672,265,265.7,513,512.5,520,520.0,46,47.7,0
48722,266,265.8,512,512.4,520,520.0,46,47.3,0
48772,265,265.6,512,512.3,521,520.3,46,47.0,0
48822,266,265.7,512,512.2,521,520.4,47,47.0,0
48872,266,265.8,512,512.2,520,520.3,46,46.7,0
48922,266,265.8,512,512.1,520,520.2,46,46.5,0
48972,265,265.6,513,512.3,521,520.4,46,46.4,0
49022,267,266.0,513,512.5,520,520.3,45,46.1,0
49072,266,266.0,512,512.4,521,520.5,46,46.0,0
49122,266,266.0,512,512.3,520,520.4,46,46.0,0
49172,266,266.0,512,512.2,520,520.3,46,46.0,0
49222,266,266.0,512,512.2,520,520.2,46,46.0,0
